player_name,country_birth,country_fifa
Shaq Moore,United States,United States
José Carlos Pinto,,Guatemala
Bryan Tamacas,El Salvador,El Salvador
Alberto Espínola,Paraguay,Paraguay
Dejan Joveljic,Bosnia-Herzegovina,Serbia
Siamak Nemati,Iran,Iran
Akram Afif,Qatar,Qatar
Assim Madibo,,Qatar
Lamin Jallow,The Gambia,The Gambia
Alex Kral,Slovakia,Czech Republic
Antonio Bareiro,Paraguay,Paraguay
Omar Córdoba,Panama,Panama
Christian Kouamé,Cote d'Ivoire,Cote d'Ivoire
Denmark Casey,Belize,Belize
Konstantinos Tsimikas,Greece,Greece
José Fonte,Portugal,Portugal
Yeami Dunia,Sierra Leone,Sierra Leone
Luis Ismael Díaz,Dominican Republic,Dominican Republic
Jean-Marc Antersijn,Aruba,Curacao
Alfredo Morelos,Colombia,Colombia
Farouk Miya,Uganda,Uganda
Ali Mohamed,Niger,Niger
Adolfo Hirsch,Argentina,San Marino
Owen Wijndal,Netherlands,Netherlands
Panagiotis Zachariou,Cyprus,Cyprus
Giovanni González,Uruguay,Uruguay
Pierre Kunde Malong,Cameroon,Cameroon
Frédéric Nsabiyumva,Burundi,Burundi
Christophe Nduwarugira,Burundi,Burundi
Steve Nzigamasabo,Burundi,Burundi
Lindon Selahi,Belgium,Albania
Hamdi Fathi,Egypt,Egypt
Merih Demiral,Turkey,Turkey
Ethan Britto,Gibraltar,Gibraltar
Iván Cruz,Cape Verde,Cape Verde
Caoimhin Kelleher,Ireland,Ireland
Diogo Jota,Portugal,Portugal
Tiberiu Capusa,Romania,Romania
Samuel Owusu,Ghana,Ghana
Andreas Paraskevas,,Cyprus
Paris Psaltis,Cyprus,Cyprus
Federico Chiesa,Italy,Italy
Davinson Sánchez,Colombia,Colombia
Dirk Carlson,United States,Luxembourg
Igor Vekic,,Slovenia
Umut Meras,Turkey,Turkey
Philip Oslev,Denmark,Burundi
Cengiz Ünder,Turkey,Turkey
Athanasios Androutsos,Greece,Greece
Salomón Obama,Equatorial Guinea,Equatorial Guinea
Roberts Uldrikis,Latvia,Latvia
Kylian Mbappé,France,France
Guido Rodríguez,Argentina,Argentina
Mattias Svanberg,Sweden,Sweden
Lapalapa Toni,,Samoa
Gentian Selmani,Albania,Albania
Michele Cevoli,,San Marino
Filippo Quaranta,,San Marino
Pietro Sopranzi,,San Marino
Jacopo Raschi,,San Marino
Payam Niazmand,Iran,Iran
Nicolas Pépé,France,Cote d'Ivoire
Abdoulaye Cissé,Guinea,Guinea
Djehani N'Guissan,Togo,Togo
Youssouf Oumarou,Niger,Niger
Mahamadou Souley,,Niger
Pritam Kotal,India,India
Cyle Larin,Canada,Canada
Kadima Kabangu,Zaire,DR Congo
Irfan Fandi,Singapore,Singapore
Artem Dovbyk,Ukraine,Ukraine
Mark-Anthony Kaye,Canada,Canada
Pronay Halder,India,India
Kayini Brooks,,Anguilla
Jonathan Guishard,,Anguilla
Murshid Juuko,,Uganda
Allan Kyambadde,,Uganda
Ismail Watenga,Uganda,Uganda
Cristian Dros,Moldova,Moldova
Alexandr Belousov,Moldova,Moldova
Marko Ilic,Yugoslavia (Republic),Serbia
Mohamed Hany,Egypt,Egypt
Jamie McGrath,Ireland,Ireland
Ahmed Ayman Mansour,Egypt,Egypt
Alibek Kasym,Kazakhstan,Kazakhstan
Baktiyar Zaynutdinov,Kazakhstan,Kazakhstan
Ka-Seng Ho,,Macao
Kyle Edwards,St. Vincent & Grenadinen,St. Vincent & Grenadinen
Jahvin Sutherland,St. Vincent & Grenadinen,St. Vincent & Grenadinen
Jomo Harris,Barbados,Barbados
Kai McKenzie-Lyle,England,Guyana
Birkir Bjarnason,Iceland,Iceland
Pavel Pavlyuchenko,Belarus,Belarus
Maksim Shvetsov,Belarus,Belarus
Vitali Lisakovich,Belarus,Belarus
Rayan Raveloson,Madagascar,Madagascar
Sidney Lockhart,Dominica,Dominica
Jesús Gallardo,Mexico,Mexico
Almoez Ali,Sudan,Qatar
Roman Spirig,Switzerland,Liechtenstein
Manuel Mikus,Liechtenstein,Liechtenstein
Rafael Grünenfelder,Liechtenstein,Liechtenstein
Yanik Frick,Switzerland,Liechtenstein
Martin Marxer,Switzerland,Liechtenstein
Justas Lasickas,,Lithuania
James McGarry,New Zealand,New Zealand
Diadié Diarra,France,Mauritania
Anton Chichkan,Belarus,Belarus
Kamil Piatkowski,Poland,Poland
Joe Bell,England,New Zealand
Tshering Dorji,Bhutan,Bhutan
David Turnbull,Scotland,Scotland
Duckens Nazon,France,Haiti
Adrian Foncette,Trinidad and Tobago,Trinidad and Tobago
Rubén Vargas,Switzerland,Switzerland
Lester Joseph,St. Lucia,St. Lucia
Rami Hamada,Israel,Palästina
Khaled Salem,Palästina,Palästina
Clement Twizere,,Rwanda
James Léa Siliki,France,France
Mason Mount,England,England
Danel Sinani,Yugoslavia (Republic),Luxembourg
Wesley Robinson,Cayman Islands,Cayman Islands
Dimitar Iliev,Bulgaria,Bulgaria
Yuta Nakayama,Japan,Japan
Keng-Pan Lee,Portugal,Macao
Ché Adams,England,Scotland
Ka-Hou Lei,,Macao
Chi-Kin Lei,,Macao
Jakub Pesek,Czech Republic,Czech Republic
Lumala Abdu,Uganda,Uganda
Lyndon Dykes,Australia,Scotland
Hyon-jin Sim,"Korea, North","Korea, North"
Yong-chol Ri,"Korea, North","Korea, North"
Chang-ho Ri,,"Korea, North"
Joseph Taylor,,Montserrat
Malik St. Prix,St. Lucia,St. Lucia
Alvin Jones,Trinidad and Tobago,Trinidad and Tobago
Julian Baumgartlinger,Austria,Austria
Phoutthasay Khochalern,Laos,Laos
Phoutdavy Phommasane,Laos,Laos
Ryan Nyambe,Namibia,Namibia
Junya Ito,Japan,Japan
Giovani Lo Celso,Argentina,Argentina
Ananta Tamang,Nepal,Nepal
Anjan Bista,Nepal,Nepal
Dinesh Rajbanshi,,Nepal
Juninho Bacuna,Netherlands,Curacao
Dwayne Green,Netherlands,Barbados
Alexander Isak,Sweden,Sweden
Sead Haksabanovic,Sweden,Montenegro
Fabien Farnolle,France,Benin
Melvin Adrien,Réunion,Madagascar
Diney Borges,Cape Verde,Cape Verde
Pervis Estupiñán,Ecuador,Ecuador
Eryk Williamson,United States,United States
Jackson Yueill,United States,United States
Burak Yilmaz,Turkey,Turkey
Chao-An Chen,,Chinese Taipei (Taiwan)
Fabián Ruiz,Spain,Spain
Michael Woud,New Zealand,New Zealand
Sarpreet Singh,New Zealand,New Zealand
Axel Witsel,Belgium,Belgium
Vahid Selimovic,Luxembourg,Luxembourg
Udanta Singh,India,India
Mikel Oyarzabal,Spain,Spain
Josh Pérez,United States,El Salvador
Ali Al Busaidi,Oman,Oman
Mohsin Jouhar,Oman,Oman
Aitor Embela,Spain,Equatorial Guinea
Niko Hämäläinen,United States,Finland
Miguel Ángel Mayé,Equatorial Guinea,Equatorial Guinea
Wei-Chuan Chen,,Chinese Taipei (Taiwan)
Shayne Lavery,Northern Ireland,Northern Ireland
Sertan Tashkyn,Azerbaijan,Azerbaijan
Roman Yuzepchuk,Belarus,Belarus
Kalvin Phillips,England,England
Harouna Abou Demba,France,Mauritania
Faïz Selemani,France,Comoros
Salim Ben Boina,France,Comoros
Ueli Tualaulelei,,American Samoa
Gregory Togubai,,Papua New Guinea
Tauati Tanoa'i,,Samoa
Willie Sauiluma,,Samoa
Vaa Taualai,,Samoa
Raynick Laete,,Solomon Islands
Kitin Maro,,Tahiti
Mahe Malafu,,Tonga
Lachman Atoa,,Tonga
Semesi Otukolo,,Tonga
Patrick Joseph,,Fiji
Ye Tun Zaw,,Myanmar
Hlaing Bo Bo,Myanmar,Myanmar
Pyae Lyan Aung,Myanmar,Myanmar
Christian Garcia,,Andorra
Eric De Pablos,Andorra,Andorra
Albert Alavedra,,Andorra
Cucu,Andorra,Andorra
Otar Kiteishvili,Georgia,Georgia
Simone Benedettini,San Marino,San Marino
Spencer Sautu,,Zambia
Alessandro D'Addario,San Marino,San Marino
Ronaldo Wilkins,,Vanuatu
Jonathan Spokeyjack,,Vanuatu
Carlos Leonel,Portugal,Macao
Omar Alderete,Paraguay,Paraguay
Bubacarr Trawally,The Gambia,The Gambia
Vagner,Cape Verde,Cape Verde
Win Aung Tin,Myanmar,Myanmar
Khalfan Mubarak,United Arab Emirates,United Arab Emirates
Dovletyar Berdiyev,,Turkmenistan
Khoshgeldy Khozhovov,,Turkmenistan
Guychmyrat Annagulyyev,,Turkmenistan
Gurban Annayev,Turkmenistan,Turkmenistan
Berdimurad Rezhebov,,Turkmenistan
Yhlas Saparmammedov,,Turkmenistan
Begench Akmammedov,Turkmenistan,Turkmenistan
Resul Khozhaev,,Turkmenistan
Begmyrat Bayov,,Turkmenistan
Benjamin Pavard,France,France
Samuel Moutoussamy,France,DR Congo
Kenneth Chipolina,Gibraltar,Gibraltar
Ravy Tsouka,France,Congo
Aubrey Modiba,South Africa,South Africa
Bakhtiyar Duyshobekov,Kyrgyzstan,Kyrgyzstan
Abay Bokoleev,Kyrgyzstan,Kyrgyzstan
Dexter Xuereb,,Malta
Titas Krapikas,Lithuania,Lithuania
Ryoya Ogawa,Japan,Japan
Tapiwa Gadibolae,Botsuana,Botsuana
Onkabetse Makgantai,Botsuana,Botsuana
Mert Müldür,Austria,Turkey
Vitalie Damascan,Moldova,Moldova
Devin Vega,United States,Puerto Rico
Hakim Abdallah,Réunion,Madagascar
André Zambo Anguissa,Cameroon,Cameroon
Rodrigo Bentancur,Uruguay,Uruguay
Roberto Domínguez,El Salvador,El Salvador
Duane Muckette,Trinidad and Tobago,Trinidad and Tobago
Neveal Hackshaw,Trinidad and Tobago,Trinidad and Tobago
Walter Bennett,,Aruba
Junior Flemmings,Jamaica,Jamaica
Shamar Nicholson,Jamaica,Jamaica
Nicholas Hagen,Guatemala,Guatemala
José Morales,,Guatemala
Luis de León,,Guatemala
Stheven Robles,,Guatemala
Bryan Alceus,France,Haiti
Arb Manaj,Yugoslavia (Republic),Kosovo
Zachary Herivaux,Japan,Haiti
Derrick Etienne Jr.,United States,Haiti
Deybi Flores,Honduras,Honduras
Duy Manh Do,Vietnam,Vietnam
Cristian Roldán,United States,United States
M'Bala Nzola,Angola,Angola
Makan Konate,Mali,
José Machín,Equatorial Guinea,Equatorial Guinea
Josete Miranda,Spain,Equatorial Guinea
Matan Baltaxa,Israel,Israel
Rely Cabral,Spain,Cape Verde
Amadou Wonkoye,Niger,Niger
Mohammad Adnan,Denmark,Pakistan
Filippo Berardi,San Marino,San Marino
Sory Kaba,Guinea,Guinea
Ko Itakura,Japan,Japan
Kaku,Argentina,Paraguay
Cristian Romero,Argentina,Argentina
Daichi Kamada,Japan,Japan
Ataru Esaka,Japan,Japan
Hussein Mohamed,Somalia,Somalia
Komail Hasan Al-Aswad,Bahrain,Bahrain
Markus Soomets,Estonia,Estonia
Vladislav Kreida,Estonia,Estonia
Baha' Faisal,Jordan,Jordan
Diogo Dalot,Portugal,Portugal
Leandro Barreiro,Luxembourg,Luxembourg
Oniel Fisher,Jamaica,Jamaica
Man Chan,Portugal,Macao
Chi-Hang Pang,Macao,Macao
Ka-Him Lei,Macao,Macao
Dusan Vlahovic,Yugoslavia (Republic),Serbia
Cyril Chibwe,South Africa,Zambia
Rodri,Spain,Spain
Soyol-Erdene Gal-Erdene,,Mongolia
Yan Vorogovskiy,Kazakhstan,Kazakhstan
Jayson Molumby,Ireland,Ireland
Mark Travers,Ireland,Ireland
Declan Rice,England,England
Domagoj Bradaric,Croatia,Croatia
Azar Salahly,Azerbaijan,Azerbaijan
Visal Soeuy,Cambodia,Cambodia
Eldor Shomurodov,Uzbekistan,Uzbekistan
Prince Ibara,Congo,Congo
Gabriel Ávalos,Paraguay,Paraguay
Ritsu Doan,Japan,Japan
Ibrahima Conté,Guinea,Guinea
Anton Kryvotsiuk,Ukraine,Azerbaijan
Fahad Mohamed,,United Arab Emirates
Mark Winhoffer,United States,Philippines
Diego Biseswar,Netherlands,Suriname
Alfa Semedo,Guinea-Bissau,Guinea-Bissau
Sanzhar Shaakhmedov,UdSSR,Uzbekistan
Mikael Lustig,Sweden,Sweden
Jordy Caicedo,Ecuador,Ecuador
Teun Koopmeiners,Netherlands,Netherlands
Hadan Holligan,Barbados,Barbados
Albert Nibte,Suriname,Suriname
Kevin Nisbet,Scotland,Scotland
Justin Baas,Philippines,Philippines
Ozan Kabak,Turkey,Turkey
Dusan Tadic,Jugoslawien (SFR),Serbia
Tymoteusz Puchacz,Poland,Poland
Dino Besirovic,Portugal,Bosnia-Herzegovina
Nayef Aguerd,Morocco,Morocco
Achraf Bencharki,Morocco,Morocco
Aleksandr Marochkin,,Kazakhstan
Greg Taylor,Scotland,Scotland
Brandon Comley,England,Montserrat
Josip Juranovic,Croatia,Croatia
Gabriel Jesus,Brazil,Brazil
Jack Hendry,Scotland,Scotland
Detre Bell,Bermuda,Bermuda
Zout,France,Madagascar
Ronan Curtis,England,Ireland
Kefi,East Timor,East Timor
Thierry Bin,France,Cambodia
Ruei Wang,,Chinese Taipei (Taiwan)
Pape Abou Cissé,Senegal,Senegal
Abdul Mu'iz bin Sisa,,Brunei Darussalam
Adama Traoré,Mali,Mali
Mimito,Guinea-Bissau,Guinea-Bissau
Jardel Nazaré,Portugal,Sao Tome and Principe
Azizi Ali Rahman,,Brunei Darussalam
Afi Aminuddin,Brunei Darussalam,Brunei Darussalam
Mu'Izzuddin Ismail,,Brunei Darussalam
Bertrand Iradukunda,Rwanda,Rwanda
Lhendup Dorji,Bhutan,Bhutan
Chencho Gyeltshen,Bhutan,Bhutan
Jigme Tshering Dorjee,,Bhutan
Chimi Dorji,Bhutan,Bhutan
Faria Jobel Ondongo,Congo,Congo
Ngawang Jamphel,,Bhutan
Tshering Dendup,,Bhutan
Lungtok Dawa,Bhutan,Bhutan
Bishal Rai B,Nepal,Nepal
Joaquín Rivas,El Salvador,El Salvador
Jems Geffrard,Canada,Haiti
Marco Domínguez-Ramírez,Canada,Guatemala
Kavindu Ishan,,Sri Lanka
Falaye Sacko,Mali,Mali
Mohamed Fasal,,Sri Lanka
Asikur Rahuman,,Sri Lanka
Fredrik André Björkan,Norway,Norway
Atahir Eltahir,Sudan,Sudan
Tizgowele Kumwenda,,
Benedict Chepeshi,,Zambia
Patson Daka,Zambia,Zambia
Larry Bwalya,Zambia,Zambia
Benson Sakala,Zambia,Zambia
Katembwe Kalambayi,,DR Congo
Clatous Chama,Zambia,Zambia
Alex Júnior,Haiti,Haiti
Justin Donawa,Bermuda,Bermuda
Jaylon Bather,,Bermuda
Dante Leverock,Bermuda,Bermuda
Anfernee Frederick,Dominica,Dominica
Muhammad Riaz,,Pakistan
Muzammil Hussain,,Pakistan
Travist Joseph,Dominica,Dominica
Matt Smith,England,Wales
Ablie Jallow,The Gambia,The Gambia
Sadio Kanouté,,Mali
Shevorn Phillip,Antigua and Barbuda,Antigua and Barbuda
Ahsanullah Ullah,,Pakistan
Carlos González,Paraguay,Paraguay
Jacob Bordon,,American Virgin Islands
Lee O'Connor,Ireland,Ireland
Steve Austin,Saint-Martin,Anguilla
Salem Al Harsh,,Yemen
Ahmed Al Sarori,,Yemen
Ali Hafeedh,Yemen,Yemen
Terry Delancy,Bahamas,Bahamas
Ambry Moss,Bahamas,Bahamas
Dylan Pritchard,United States,Bahamas
Ariagner Smith,Nicaragua,Nicaragua
Vinceroy Nelson,St. Kitts & Nevis,St. Kitts & Nevis
Isiah Collie,Bahamas,Bahamas
Christopher Godet,,Bahamas
Jordy Polanco,,Belize
Joshewa Frederick-Charlery,Cayman Islands,Cayman Islands
Ahmed Merza,,Bahrain
Lazare Kupatadze,Georgia,Georgia
Fran Karacic,Croatia,Australia
Karen Melkonyan,Armenia,Armenia
Ádám Nagy,Hungary,Hungary
Abdul Rwatubyaye,Rwanda,Rwanda
Mykola Shaparenko,Ukraine,Ukraine
Merveille Bokadi,Zaire,DR Congo
Ifeanyi Anaemena,Nigeria,Nigeria
Kyle Lafferty,Northern Ireland,Northern Ireland
Scott Wiseman,England,Gibraltar
Nate Lee,United States,Guam
Marlon Evans,Guam,Guam
Wang-Kit Tsui,United Kingdom,Hongkong
Rahil Mammadov,Azerbaijan,Azerbaijan
Fede Valverde,Uruguay,Uruguay
Mohamed Badamosi,The Gambia,The Gambia
Tuan Anh Nguyen,Vietnam,Vietnam
Sasa Kalajdzic,Austria,Austria
Joakim Maehle,Denmark,Denmark
Pablo Aránguiz,Chile,Chile
Jean-Christ Wajoka,,Neukaledonien
Mickael Ulile,,Neukaledonien
Dave Radrigai,,Fiji
Serge Tabekou,Cameroon,Cameroon
Andreas Hanche-Olsen,Norway,Norway
Milan Butterfield,,Bermuda
Julian Ryerson,Norway,Norway
Erick Sánchez,Mexico,Mexico
Konstantinos Galanopoulos,Greece,Greece
Ayo Akinola,United States,Canada
Marash Kumbulla,Italy,Albania
Francisco Sierralta,Chile,Chile
Stéphane Sessègnon,Benin,Benin
Jóannes Danielsen,,Faroe Islands
Carlens Arcus,Haiti,Haiti
Jaka Bijol,Slovenia,Slovenia
Zan Rogelj,,Slovenia
Jamal Charles,,Grenada
Kwazim Theodore,,Grenada
Vinícius Júnior,Brazil,Brazil
Rihards Matrevics,,Latvia
Aleksejs Saveljevs,Latvia,Latvia
Claidel Kohinor,Suriname,Suriname
Djigui Diarra,Mali,Mali
Nicky Muscat,,Malta
Jimmy Marín,Costa Rica,Costa Rica
Petko Hristov,Bulgaria,Bulgaria
Anduelo Amoeferie,,Suriname
Gleofilo Vlijter,,Suriname
Shane Long,Ireland,Ireland
Lucas Martínez Quarta,Argentina,Argentina
Joona Toivio,Finland,Finland
Saïdou Simporé,,Burkina Faso
Eric Traoré,Burkina Faso,Burkina Faso
Wuilker Fariñez,Venezuela,Venezuela
Robert Ivanov,Finland,Finland
Léo Ortiz,Brazil,Brazil
Michael McGlinchey,New Zealand,New Zealand
Chaim Roserie,Canada,St. Lucia
Terence Groothusen,Netherlands,Aruba
Kenji Gorré,Netherlands,Curacao
Winston Reid,New Zealand,New Zealand
Adalberto Carrasquilla,Panama,Panama
Marcelo Pereira,Honduras,Honduras
Nyein Chan Aung,,Myanmar
Maung Maung Lwin,Myanmar,Myanmar
Yan Naing Oo,Myanmar,Myanmar
Anton Shunin,UdSSR,Russia
Ayoub El Amloud,,Morocco
Abdullah Abdulsalam,Qatar,Qatar
Romar Frank,Grenada,Grenada
Kimaree Rogers,St. Kitts & Nevis,St. Kitts & Nevis
Ibrahim Sangaré,Cote d'Ivoire,Cote d'Ivoire
Un-chol Ri,,"Korea, North"
Ju-song Choe,,"Korea, North"
Andrew Browning,,Cayman Islands
Bassam Al-Rawi,Iraq,Qatar
Abdelkader Bedrane,Algeria,Algeria
Tjay De Barr,Gibraltar,Gibraltar
Arturo Vidal,Chile,Chile
Aschalew Tamene,,Ethiopia
Gerald Phiri Junior,Malawi,Malawi
Liam Fraser,Canada,Canada
Selim Amallah,Belgium,Morocco
Fahad Raheem,Iraq,Iraq
Candido Oliveira,,East Timor
Sergio Córdova,Venezuela,Venezuela
Anel Ahmedhodzic,Sweden,Bosnia-Herzegovina
Sohel Rana,Bangladesh,Bangladesh
Rasel Liton,,Bangladesh
Topu Barman,Bangladesh,Bangladesh
York Rafael,,Rwanda
Roberto Louima,Haiti,Haiti
Hamdou Elhouni,Libya,Libya
Muaid Ellafi,Libya,Libya
Al Musrati,Libya,Libya
Arnór Sigurdsson,Iceland,Iceland
Constant Madtoingué,Chad,Chad
Mohammed Darwish,Israel,Palästina
Mahmoud Abu Warda,Palästina,Palästina
Sameh Maraaba,Palästina,Palästina
Yannick Manoo,,Seychelles
Kieren Sinon,,Seychelles
Isiah Lagutang,Guam,Guam
Mohamed Bourhan Mohamed,,Djibouti
Rron Broja,Yugoslavia (Republic),Kosovo
Yangel Herrera,Venezuela,Venezuela
Dejan Lovren,Jugoslawien (SFR),Croatia
Nelson Johnston,Cuba,Cuba
Richarlison,Brazil,Brazil
Mohammed Al-Burayk,Saudi Arabia,Saudi Arabia
Paulius Golubickas,Lithuania,Lithuania
Deian Sorescu,Romania,Romania
Rashad Jules,Barbados,Barbados
Jorys Mène,France,Neukaledonien
Young-bin Kim,,"Korea, South"
Nathanael Hmaen,,Neukaledonien
Kelvin Morgan,,Gibraltar
Marko Vucic,Yugoslavia (Republic),Montenegro
David Kiki,Benin,Benin
Christopher Wasasala,,Fiji
Boni Pride,,Solomon Islands
Tamatoa Tetauira,,Tahiti
Ioannis Pittas,Cyprus,Cyprus
Douglas Forvis,Costa Rica,Nicaragua
Mahmoud Al Mawas,Syria,Syria
Mauarii Tehina,,Tahiti
João Jaquité,Guinea-Bissau,Guinea-Bissau
Cong Phuong Nguyen,Vietnam,Vietnam
Ilias Chair,Belgium,Morocco
Mohamed Sherif,,Egypt
Sharafeldin Shaiboub Ali,,Sudan
Adrian Mariappa,England,Jamaica
Warsama Hassan,Djibouti,Djibouti
Evans Rusike,Zimbabwe,Zimbabwe
Martin Koscelnik,Slovakia,Slovakia
Camilo Cándido,Uruguay,Uruguay
Kerem Aktürkoglu,Turkey,Turkey
Robert Lewandowski,Poland,Poland
Umaru Bangura,Sierra Leone,Sierra Leone
Przemyslaw Placheta,Poland,Poland
Rowan Liburd,England,St. Kitts & Nevis
Oumar Camara,France,Mauritania
Aref Gholami,Iran,Iran
Tanaka Chinyahara,,Zimbabwe
Simisani Mathumo,Botsuana,Botsuana
Kobamelo Kebaikanye,Botsuana,Botsuana
Ryan Donk,Netherlands,Suriname
Fardin Hakimi,Afghanistan,Afghanistan
Jakub Moder,Poland,Poland
Joel Kayamba,Zaire,DR Congo
Cristián Gutiérrez,Canada,Canada
Regan Charles-Cook,England,Grenada
Kevin Varga,Hungary,Hungary
Marek Hamsik,CSSR,Slovakia
Francisco Palacios,Panama,Panama
Ahmed Mogni,France,Comoros
Ildefons Lima,Spain,Andorra
Triston Hodge,Trinidad and Tobago,Trinidad and Tobago
Lassana Coulibaly,Mali,Mali
Yusuf Yazici,Turkey,Turkey
Luka Ivanusec,Croatia,Croatia
Daiki Hashioka,Japan,Japan
Luther Singh,South Africa,South Africa
Tomas Pekhart,CSSR,Czech Republic
Leon Bailey,Jamaica,Jamaica
Yoane Wissa,France,DR Congo
Assan Ceesay,The Gambia,The Gambia
Noah Frick,Switzerland,Liechtenstein
Erwin Sánchez,Portugal,Bolivia
Milos Zecevic,,Montenegro
Luis Del Pino Mago,Venezuela,Venezuela
Kei Kamara,Sierra Leone,Sierra Leone
Abdulelah Al-Malki,,Saudi Arabia
Jonas Wind,Denmark,Denmark
Ádám Szalai,Hungary,Hungary
Andrew Mobberley,,Samoa
Darren Talilai,,Samoa
Jean-Claude Billong,France,Cameroon
Borna Barisic,Croatia,Croatia
Ismayil Ibrahimli,Azerbaijan,Azerbaijan
Ahmed Said Ahmed,,Somalia
Sinilau Taufa,,Tonga
Lawrie Letutusa,,Samoa
Khaled Adénon,Benin,Benin
Kristijan Vulaj,,Montenegro
Shawal Anuar,Singapore,Singapore
Devon Williams,Jamaica,Jamaica
Chiedozie Ogbene,Nigeria,Ireland
Ethan Ampadu,England,Wales
Chanthaphone Waenvongsoth,Laos,Laos
Sabas,East Timor,East Timor
Tae-song An,"Korea, North","Korea, North"
Casimir Ninga,Chad,Chad
Hamza Mohamed,Maldives,Maldives
Samooh Ali,,Maldives
Shahidul Alam,,Bangladesh
Emon Mahmud,Bangladesh,Bangladesh
Zakaria Aboukhlal,Netherlands,Morocco
Altymurad Annadurdyev,Turkmenistan,Turkmenistan
James Sands,United States,United States
Yali Dellahi,Mauritania,Mauritania
Moustapha Diaw,Mauritania,Mauritania
Mudathir Yahya,Zanzibar,Tanzania
Faridi Mussa,Tanzania,Tanzania
Himid Mao Mkami,Tanzania,Tanzania
Deus Kaseke,Tanzania,Tanzania
Jusuf Gazibegovic,Austria,Bosnia-Herzegovina
Gareth Bale,Wales,Wales
Mohamed Irufaan,,Maldives
Nana Mensah,United States,Belize
Osama Omari,Syria,Syria
Nkoto Masoabi,Lesotho,Lesotho
Hlompho Kalake,Lesotho,Lesotho
Brad Guzan,United States,United States
Adrijan Rudovic,,
Arnaud Tattevin,France,Central African Republic
Edgaras Dubickas,Lithuania,Lithuania
Miki Yamane,Japan,Japan
Bryan Ngwabije,France,Rwanda
Gédéon Kalulu,France,DR Congo
Darius Olaru,Romania,Romania
Harry Paton,Canada,Canada
Tsz-Chun Law,United Kingdom,Hongkong
Bubacarr Jobe,,The Gambia
Murad Khachayev,Ukraine,Azerbaijan
Bryan Ruíz,Costa Rica,Costa Rica
Armando Goufas,Greece,Nicaragua
Nicholas Opoku,Ghana,Ghana
Manor Solomon,Israel,Israel
Maxi Gómez,Uruguay,Uruguay
Pavel Sedko,Belarus,Belarus
Razak Abalora,Ghana,Ghana
Gideon Mensah,Ghana,Ghana
Mats Hummels,Germany,Germany
Mario Williams,Barbados,Barbados
Omani Leacock,Barbados,Barbados
Akeem Hill,Barbados,Barbados
Raheem Francis,,St. Kitts & Nevis
Nicolás De La Cruz,Uruguay,Uruguay
Joel Fameyeh,Ghana,Ghana
Youssouf Batio Mohamed,,Djibouti
Primo,Sao Tome and Principe,Sao Tome and Principe
Ivonaldo Viegas,Sao Tome and Principe,Sao Tome and Principe
Peter Shalulile,Namibia,Namibia
Joslin Kamatuka,Namibia,Namibia
Adrien Botlar,Mauritius,Mauritius
Márcio Rosa,,Cape Verde
Achraf Hakimi,Spain,Morocco
Ferran Torres,Spain,Spain
Federico Bikoro,Cameroon,Equatorial Guinea
Martin Hongla,Cameroon,Cameroon
Graeme Torrilla,Gibraltar,Gibraltar
Mukhammedzhan Seysen,Kazakhstan,Kazakhstan
Nkosinathi Sibisi,South Africa,South Africa
Vahan Bichakhchyan,Armenia,Armenia
Pau Torres,Spain,Spain
Leonardo Bonucci,Italy,Italy
Andriy Pyatov,UdSSR,Ukraine
Aydin Bayramov,,Azerbaijan
Alan Cervantes,Mexico,Mexico
Adam Ounas,France,Algeria
Igor Arhirii,Moldova,Moldova
Daniil Fomin,Russia,Russia
Stefan Ilsanker,Austria,Austria
Callum McCowatt,,New Zealand
Rahul Bheke,India,India
Alan Franco,Ecuador,Ecuador
Roshon van Eijma,Netherlands,Curacao
Aymen Hussein,Iraq,Iraq
Kassim Ahamada,Mayotte,Comoros
Faouz Faidine Attoumane,Comoros,Comoros
Gino Melanie,,Seychelles
Adrian Constance,Seychelles,Seychelles
Jadon Sancho,England,England
Aishi Salum Manula,Tanzania,Tanzania
Stanley Sanudi,,Malawi
Chawa,Malawi,Malawi
Brighton Munthali,Malawi,Malawi
Ade,East Timor,East Timor
Aderito,East Timor,East Timor
Dara O'Shea,Ireland,Ireland
Edson Álvarez,Mexico,Mexico
Nicola Nanni,San Marino,San Marino
David Tomassini,,San Marino
Giacomo Conti,,San Marino
Oscar Dorley,Liberia,Liberia
Abas Amin Mohamed,,Somalia
Victorien Adebayor,Niger,Niger
Éder Militão,Brazil,Brazil
Mohammed Yameen,Palästina,Palästina
David Martínez,Argentina,Paraguay
Exequiel Palacios,Argentina,Argentina
Jorge Morel,Paraguay,Paraguay
Siaka Bagayoko,Mali,Mali
Mamadou Fofana,Mali,Mali
Amadou Haidara,Mali,Mali
Zoumana Simpara,Mali,Mali
Sekou Koita,Mali,Mali
Lavdrim Hajrulahu,Switzerland,Kosovo
Moussa Camara,Guinea,Guinea
Morlaye Sylla,Guinea,Guinea
Absalom Limbondi,,Namibia
Kwang-song Han,"Korea, North","Korea, North"
Song-hyok Choe,"Korea, North","Korea, North"
Mohamad Al Hallak,,Syria
Tommy Songo,,Liberia
Njiva Rakotoharimalala,,Madagascar
Yonas Solomon,Eritrea,Eritrea
Kevin Zonzini,,San Marino
Goitseone Phoko,Botsuana,Botsuana
